ano,nome,codigo,disciplina,nota,situacao
2009,Cecilia Nathanael,HQDD9963,Design Sonoro,7.5,APROVADO POR MÉDIA
2009,Cecilia Nathanael,HILN2052,Design de Impacto Social,6.38,APROVADO
2009,Cecilia Nathanael,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.0,APROVADO POR MÉDIA
2009,Cecilia Nathanael,RVMF0745,Design Biomimetico,,REPROVADO POR FALTA
2009,Cecilia Nathanael,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
2009,Cecilia Nathanael,QVGO0107,Prototipagem em Papel,5.0,APROVADO
2009,Cecilia Nathanael,DQUN5124,Comunicacao Visual,10.0,APROVADO POR MÉDIA
2009,Cecilia Nathanael,LSHL3127,Design de Redes Sociais,8.43,APROVADO POR MÉDIA
2010,Cecilia Nathanael,TOZF3011,SemiÃ³tica,6.07,APROVADO
2010,Cecilia Nathanael,MAEY1044,Design Computacional,7.72,APROVADO POR MÉDIA
2010,Cecilia Nathanael,JJNT2088,Manipulacao de Imagem,5.0,APROVADO
2010,Cecilia Nathanael,SATJ7970,Design de Narrativa Espacial,5.2,APROVADO
2010,Cecilia Nathanael,LLKP8902,Design Digital,7.2,APROVADO POR MÉDIA
2010,Cecilia Nathanael,KZBU0327,Design de Interacao Corporal,,REPROVADO POR FALTA
2010,Cecilia Nathanael,VMGY1151,Design de Interacao Tangivel,6.7,APROVADO
2010,Cecilia Nathanael,RRME1020,Design Parametrico,,REPROVADO POR FALTA
2010,Cecilia Nathanael,RVMF0745,Design Biomimetico,,REPROVADO POR FALTA
2010,Cecilia Nathanael,OJNV9272,Fotografia,7.15,APROVADO POR MÉDIA
2010,Cecilia Nathanael,TWIP0018,Teoria da Cor,8.0,APROVADO POR MÉDIA
2010,Cecilia Nathanael,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
2010,Cecilia Nathanael,MDQZ6072,Design de Jogos,6.2,APROVADO
2010,Cecilia Nathanael,KZBU0327,Design de Interacao Corporal,9.0,APROVADO POR MÉDIA
2010,Cecilia Nathanael,RRME1020,Design Parametrico,3.08,REPROVADO
2010,Cecilia Nathanael,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2011,Cecilia Nathanael,RVMF0745,Design Biomimetico,7.5,APROVADO POR MÉDIA
2011,Cecilia Nathanael,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
2011,Cecilia Nathanael,RRME1020,Design Parametrico,3.3,REPROVADO
2011,Cecilia Nathanael,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2011,Cecilia Nathanael,RMDE3651,Teoria do Design,,REPROVADO POR FALTA
2011,Cecilia Nathanael,RRME1020,Design Parametrico,6.3,APROVADO
2011,Cecilia Nathanael,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2012,Cecilia Nathanael,RMDE3651,Teoria do Design,7.0,APROVADO POR MÉDIA
2012,Cecilia Nathanael,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2012,Cecilia Nathanael,NVRL4030,Materiais e Processos,,REPROVADO POR FALTA
ANO,Cecilia Nathanael,CÓDIGO,DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2012,Cecilia Nathanael,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2013,Cecilia Nathanael,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2013,Cecilia Nathanael,,TRANCAMENTO,,
2014,Cecilia Nathanael,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2014,Cecilia Nathanael,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2015,Cecilia Nathanael,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2016,Cecilia Nathanael,,DESVINCULADO,,
2013,Natalia Pedro,,DESLIGAMENTO,,
,Natalia Pedro,,REINTEGRAÇÃO,,
2021,Melissa Vanessa,OCRQ3517,"Storytelling Visual
DOCENTE(S): Maria Santos",9.0,APROVADO POR MÉDIA
2021,Melissa Vanessa,RJGL2456,"Design Colaborativo
DOCENTE(S): Fernanda Lima",10.0,APROVADO POR MÉDIA
2021,Melissa Vanessa,QBWW6998,"Computacao Grafica
DOCENTE(S): Marcos Ferreira",9.0,APROVADO POR MÉDIA
2021,Melissa Vanessa,UFMQ0127,"Design para Longevidade
DOCENTE(S): Marcos Ferreira",6.2,APROVADO
2021,Melissa Vanessa,MKUB0718,"Design de Mobiliario
DOCENTE(S): Fernanda Lima",8.95,APROVADO POR MÉDIA
2021,Melissa Vanessa,BKII1063,"Design de Visualizacao de Informacoes
DOCENTE(S): Andre Almeida",5.0,APROVADO
2021,Melissa Vanessa,RJYZ5864,"Identidade Visual
DOCENTE(S): Joao Silva",8.5,APROVADO POR MÉDIA
2021,Melissa Vanessa,DOMK5241,"Design de Aprendizado
DOCENTE(S): Ana Costa",9.2,APROVADO POR MÉDIA
2021,Melissa Vanessa,ZULH9584,"Projeto Integrado
DOCENTE(S): Fernanda Lima",7.0,APROVADO POR MÉDIA
2021,Melissa Vanessa,WPUV3332,"Design de Tecnologia Vestivel (Wearable)
DOCENTE(S): Andre Almeida",9.6,APROVADO POR MÉDIA
2021,Melissa Vanessa,NRYN3294,"Design de Interfaces Neuromorficas
DOCENTE(S): Marcos Ferreira
DA SILVA (MESTRADO).",7.45,APROVADO POR MÉDIA
2021,Melissa Vanessa,NRCI1107,"Design de Experiencia em Museus
DOCENTE(S): Pedro Oliveira",8.8,APROVADO POR MÉDIA
2021,Melissa Vanessa,AAZN5771,"Ergonomia
DOCENTE(S): Pedro Oliveira",8.25,APROVADO POR MÉDIA
2022,Melissa Vanessa,JJNT2088,"Manipulacao de Imagem
DOCENTE(S): Diego Cardoso",8.0,APROVADO POR MÉDIA
2022,Melissa Vanessa,JGDZ1333,"Gamificacao
DOCENTE(S): Luiz Pereira",10.0,APROVADO POR MÉDIA
2022,Melissa Vanessa,TSYB3211,"Impressao 3D
DOCENTE(S): Marcos Ferreira",8.75,APROVADO POR MÉDIA
2022,Melissa Vanessa,VOQA5582,"Tipografia
DOCENTE(S): Joao Silva",8.1,APROVADO POR MÉDIA
2022,Melissa Vanessa,BLDG0260,"Design de Joias
DOCENTE(S): Gustavo Martins",7.0,APROVADO POR MÉDIA
2022,Melissa Vanessa,FZLO1427,"Marketing de Produto
DOCENTE(S): Carla Souza",9.5,APROVADO POR MÉDIA
2022,Melissa Vanessa,KAWV5083,Branding,8.2,APROVADO POR MÉDIA
2022,Melissa Vanessa,NGVU3526,"Ecodesign
DOCENTE(S): Diego Cardoso",9.25,APROVADO POR MÉDIA
2022,Melissa Vanessa,COOQ5695,Design de Interacao em Tempo Real,8.0,APROVADO POR MÉDIA
2022,Melissa Vanessa,VFBH8799,"Design Cibernetico
DOCENTE(S): Joao Silva",9.7,APROVADO POR MÉDIA
2022,Melissa Vanessa,UCTK5222,"Design de Realidade Aumentada (AR) e Virtual (VR)
DOCENTE(S): Juliana Rodrigues",7.75,APROVADO POR MÉDIA
2022,Melissa Vanessa,JVFQ7338,"Design de Interacao Cultural
DOCENTE(S): Gustavo Martins",8.5,APROVADO POR MÉDIA
2022,Melissa Vanessa,QVGO0107,"Prototipagem em Papel
DOCENTE(S): Juliana Rodrigues",7.0,APROVADO POR MÉDIA
2022,Melissa Vanessa,LERH6635,Design de Produto,7.75,APROVADO POR MÉDIA
2023,Melissa Vanessa,MAEY1044,"Design Computacional
DOCENTE(S): Maria Santos",8.55,APROVADO POR MÉDIA
2023,Melissa Vanessa,SATJ7970,"Design de Narrativa Espacial
DOCENTE(S): Ana Costa",9.25,APROVADO POR MÉDIA
2023,Melissa Vanessa,TPYC6338,"Design Thinking
DOCENTE(S): Joao Silva",10.0,APROVADO POR MÉDIA
2023,Melissa Vanessa,IENT5068,"Design Experimental
DOCENTE(S): Rafaela Gomes",8.38,APROVADO POR MÉDIA
2023,Melissa Vanessa,KZBU0327,"Design de Interacao Corporal
DOCENTE(S): Fernanda Lima",9.57,APROVADO POR MÉDIA
2023,Melissa Vanessa,AOXV5438,Design de Espacos Virtuais,10.0,APROVADO POR MÉDIA
ANO,Melissa Vanessa,CÓDIGO,DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
,Melissa Vanessa,,DOCENTE(S): -----------,,
2023,Melissa Vanessa,RRME1020,"Design Parametrico
DOCENTE(S): Juliana Rodrigues",9.01,APROVADO POR MÉDIA
2023,Melissa Vanessa,LLKP8902,Design Digital,,CURSANDO
2023,Melissa Vanessa,DZNQ4989,Design Cenico,,CURSANDO
2023,Melissa Vanessa,MXMO8868,Cultura Visual,,CURSANDO
2023,Melissa Vanessa,XERB6119,Gestao de Marcas,,CURSANDO
2023,Melissa Vanessa,UXMU2899,Interacao Tangivel,,CURSANDO
2023,Melissa Vanessa,TRQX5862,Etica em Design,,CURSANDO
2023,Melissa Vanessa,VNBQ5535,Design de Moda,,CURSANDO
2011,Vanessa Nathanael,OCRQ3517,Storytelling Visual,7.5,APROVADO POR MÉDIA
2011,Vanessa Nathanael,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2011,Vanessa Nathanael,QBWW6998,Computacao Grafica,7.5,APROVADO POR MÉDIA
2011,Vanessa Nathanael,UFMQ0127,Design para Longevidade,7.5,APROVADO POR MÉDIA
2011,Vanessa Nathanael,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
2011,Vanessa Nathanael,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2011,Vanessa Nathanael,RJYZ5864,Identidade Visual,8.75,APROVADO POR MÉDIA
2011,Vanessa Nathanael,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2011,Vanessa Nathanael,TPYC6338,Design Thinking,7.0,APROVADO POR MÉDIA
2011,Vanessa Nathanael,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2011,Vanessa Nathanael,MXMO8868,Cultura Visual,7.0,APROVADO
2012,Vanessa Nathanael,RJGL2456,Design Colaborativo,3.68,REPROVADO
2012,Vanessa Nathanael,JGDZ1333,Gamificacao,7.5,APROVADO POR MÉDIA
2012,Vanessa Nathanael,BKII1063,Design de Visualizacao de Informacoes,2.5,REPROVADO
2012,Vanessa Nathanael,BLDG0260,Design de Joias,,REPROVADO POR FALTA
2012,Vanessa Nathanael,,DESVINCULADO,,
2011,Caroline Guilherme,OCRQ3517,Storytelling Visual,7.85,APROVADO POR MÉDIA
2011,Caroline Guilherme,RJGL2456,Design Colaborativo,4.57,REPROVADO
2011,Caroline Guilherme,QBWW6998,Computacao Grafica,9.0,APROVADO POR MÉDIA
2011,Caroline Guilherme,UFMQ0127,Design para Longevidade,7.0,APROVADO POR MÉDIA
2011,Caroline Guilherme,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
2011,Caroline Guilherme,BKII1063,Design de Visualizacao de Informacoes,8.5,APROVADO POR MÉDIA
2011,Caroline Guilherme,RJYZ5864,Identidade Visual,9.5,APROVADO POR MÉDIA
2011,Caroline Guilherme,RJGL2456,Design Colaborativo,6.95,APROVADO
2011,Caroline Guilherme,JGDZ1333,Gamificacao,8.75,APROVADO POR MÉDIA
2011,Caroline Guilherme,NRYN3294,Design de Interfaces Neuromorficas,8.75,APROVADO POR MÉDIA
2011,Caroline Guilherme,NRCI1107,Design de Experiencia em Museus,7.8,APROVADO POR MÉDIA
2011,Caroline Guilherme,MXMO8868,Cultura Visual,7.75,APROVADO POR MÉDIA
2011,Caroline Guilherme,BLDG0260,Design de Joias,8.35,APROVADO POR MÉDIA
2011,Caroline Guilherme,AAZN5771,Ergonomia,7.75,APROVADO POR MÉDIA
2012,Caroline Guilherme,DOMK5241,Design de Aprendizado,7.0,APROVADO POR MÉDIA
2012,Caroline Guilherme,JJNT2088,Manipulacao de Imagem,7.2,APROVADO POR MÉDIA
2012,Caroline Guilherme,ZULH9584,Projeto Integrado,5.0,APROVADO
2012,Caroline Guilherme,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.4,APROVADO POR MÉDIA
2012,Caroline Guilherme,TPYC6338,Design Thinking,8.1,APROVADO POR MÉDIA
2012,Caroline Guilherme,TSYB3211,Impressao 3D,9.35,APROVADO POR MÉDIA
2012,Caroline Guilherme,KAWV5083,Branding,7.5,APROVADO POR MÉDIA
2012,Caroline Guilherme,NGVU3526,Ecodesign,9.25,APROVADO POR MÉDIA
2012,Caroline Guilherme,COOQ5695,Design de Interacao em Tempo Real,8.05,APROVADO POR MÉDIA
2012,Caroline Guilherme,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.0,APROVADO POR MÉDIA
2012,Caroline Guilherme,JVFQ7338,Design de Interacao Cultural,5.13,APROVADO
2012,Caroline Guilherme,VOQA5582,Tipografia,4.15,REPROVADO
2012,Caroline Guilherme,QVGO0107,Prototipagem em Papel,4.8,REPROVADO
2012,Caroline Guilherme,FZLO1427,Marketing de Produto,7.0,APROVADO POR MÉDIA
2012,Caroline Guilherme,LERH6635,Design de Produto,7.0,APROVADO POR MÉDIA
2013,Caroline Guilherme,VFBH8799,Design Cibernetico,7.63,APROVADO POR MÉDIA
2013,Caroline Guilherme,HQDD9963,Design Sonoro,10.0,APROVADO POR MÉDIA
2013,Caroline Guilherme,DZNQ4989,Design Cenico,5.0,APROVADO
2013,Caroline Guilherme,VOQA5582,Tipografia,7.35,APROVADO POR MÉDIA
2013,Caroline Guilherme,QVGO0107,Prototipagem em Papel,7.5,APROVADO POR MÉDIA
2013,Caroline Guilherme,UXMU2899,Interacao Tangivel,9.0,APROVADO POR MÉDIA
2013,Caroline Guilherme,AOXV5438,Design de Espacos Virtuais,6.45,APROVADO
2013,Caroline Guilherme,RRME1020,Design Parametrico,10.0,APROVADO POR MÉDIA
2013,Caroline Guilherme,MAEY1044,Design Computacional,9.3,APROVADO POR MÉDIA
2013,Caroline Guilherme,BMDH7993,Design de Apresentacoes,7.75,APROVADO POR MÉDIA
2013,Caroline Guilherme,SATJ7970,Design de Narrativa Espacial,9.0,APROVADO POR MÉDIA
2013,Caroline Guilherme,LLKP8902,Design Digital,9.9,APROVADO POR MÉDIA
2013,Caroline Guilherme,IENT5068,Design Experimental,7.25,APROVADO POR MÉDIA
2013,Caroline Guilherme,KZBU0327,Design de Interacao Corporal,5.5,APROVADO
2013,Caroline Guilherme,XERB6119,Gestao de Marcas,7.5,APROVADO
2013,Caroline Guilherme,TRQX5862,Etica em Design,9.0,APROVADO POR MÉDIA
2014,Caroline Guilherme,TOZF3011,SemiÃ³tica,1.75,REPROVADO
ANO,Caroline Guilherme,CÓDIGO,DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2014,Caroline Guilherme,RVMF0745,Design Biomimetico,,REPROVADO POR FALTA
2014,Caroline Guilherme,TWIP0018,Teoria da Cor,9.0,APROVADO POR MÉDIA
2014,Caroline Guilherme,RMDE3651,Teoria do Design,8.0,APROVADO POR MÉDIA
2014,Caroline Guilherme,DQUN5124,Comunicacao Visual,8.5,APROVADO POR MÉDIA
2014,Caroline Guilherme,VMGY1151,Design de Interacao Tangivel,8.0,APROVADO POR MÉDIA
2014,Caroline Guilherme,LSHL3127,Design de Redes Sociais,7.6,APROVADO POR MÉDIA
2014,Caroline Guilherme,PBCQ5148,Design de Impressao e Publicacao,7.5,APROVADO POR MÉDIA
2014,Caroline Guilherme,VNBQ5535,Design de Moda,8.5,APROVADO POR MÉDIA
2014,Caroline Guilherme,TOZF3011,SemiÃ³tica,7.0,APROVADO POR MÉDIA
2014,Caroline Guilherme,HILN2052,Design de Impacto Social,7.0,APROVADO POR MÉDIA
2014,Caroline Guilherme,RVMF0745,Design Biomimetico,8.0,APROVADO POR MÉDIA
2014,Caroline Guilherme,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2015,Caroline Guilherme,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2015,Caroline Guilherme,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2016,Caroline Guilherme,XYOT5349,Tecnicas de Iluminacao,,REPROVADO POR FALTA
2016,Caroline Guilherme,XYOT5349,Tecnicas de Iluminacao,8.0,APROVADO POR MÉDIA
2016,Caroline Guilherme,,INTEGRALIZADO,,
2017,Caroline Guilherme,,FORMADO,,
2006,Arthur Caua,OCRQ3517,Storytelling Visual,8.75,APROVADO POR MÉDIA
2006,Arthur Caua,RJGL2456,Design Colaborativo,2.5,REPROVADO
2006,Arthur Caua,QBWW6998,Computacao Grafica,9.0,APROVADO POR MÉDIA
2006,Arthur Caua,UFMQ0127,Design para Longevidade,5.5,APROVADO
2006,Arthur Caua,MKUB0718,Design de Mobiliario,9.0,APROVADO POR MÉDIA
2006,Arthur Caua,BKII1063,Design de Visualizacao de Informacoes,7.0,APROVADO POR MÉDIA
2006,Arthur Caua,RJYZ5864,Identidade Visual,7.5,APROVADO POR MÉDIA
2007,Arthur Caua,RJGL2456,Design Colaborativo,0.75,REPROVADO
2007,Arthur Caua,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),,REPROVADO POR FALTA
2007,Arthur Caua,NRYN3294,Design de Interfaces Neuromorficas,,REPROVADO POR FALTA
2007,Arthur Caua,NRCI1107,Design de Experiencia em Museus,7.0,APROVADO POR MÉDIA
2007,Arthur Caua,JGDZ1333,Gamificacao,5.63,APROVADO
2008,Arthur Caua,BLDG0260,Design de Joias,,CANCELADO COM ONUS
2008,Arthur Caua,AAZN5771,Ergonomia,,CANCELADO COM ONUS
2008,Arthur Caua,,TRANCAMENTO,,
2008,Arthur Caua,,DESVINCULADO,,
2009,Arthur Caua,,REINTEGRAÇÃO,,
2009,Arthur Caua,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2009,Arthur Caua,NRYN3294,Design de Interfaces Neuromorficas,,REPROVADO POR FALTA
2009,Arthur Caua,BLDG0260,Design de Joias,,REPROVADO POR FALTA
2009,Arthur Caua,KAWV5083,Branding,,REPROVADO POR FALTA
2010,Arthur Caua,,DESVINCULADO,,
2018,Caroline Mariana,OCRQ3517,"Storytelling Visual
DOCENTE(S): Maria Santos",8.5,APROVADO POR MÉDIA
2018,Caroline Mariana,RJGL2456,"Design Colaborativo
DOCENTE(S): Fernanda Lima",1.0,REPROVADO
2018,Caroline Mariana,QBWW6998,"Computacao Grafica
DOCENTE(S): Marcos Ferreira",8.0,APROVADO POR MÉDIA
2018,Caroline Mariana,UFMQ0127,"Design para Longevidade
DOCENTE(S): Marcos Ferreira",1.73,REPROVADO
2018,Caroline Mariana,MKUB0718,"Design de Mobiliario
DOCENTE(S): Fernanda Lima",9.3,APROVADO POR MÉDIA
2018,Caroline Mariana,BKII1063,"Design de Visualizacao de Informacoes
DOCENTE(S): Andre Almeida",2.25,REPROVADO
2018,Caroline Mariana,RJYZ5864,"Identidade Visual
DOCENTE(S): Joao Silva",8.0,APROVADO POR MÉDIA
2018,Caroline Mariana,TOZF3011,"SemiÃ³tica
DOCENTE(S): Luiz Pereira",7.0,APROVADO POR MÉDIA
2018,Caroline Mariana,MXMO8868,"Cultura Visual
DOCENTE(S): Patricia Nunes",9.0,APROVADO POR MÉDIA
2018,Caroline Mariana,RMDE3651,"Teoria do Design
DOCENTE(S): Marcos Ferreira",7.25,APROVADO POR MÉDIA
2018,Caroline Mariana,AAZN5771,"Ergonomia
DOCENTE(S): Pedro Oliveira",8.5,APROVADO POR MÉDIA
2018,Caroline Mariana,UXMU2899,"Interacao Tangivel
DOCENTE(S): Gustavo Martins",,REPROVADO POR FALTA
2018,Caroline Mariana,VMGY1151,"Design de Interacao Tangivel
DOCENTE(S): Rafaela Gomes",,REPROVADO POR FALTA
2019,Caroline Mariana,RJGL2456,"Design Colaborativo
DOCENTE(S): Fernanda Lima",,REPROVADO POR FALTA
2019,Caroline Mariana,BKII1063,"Design de Visualizacao de Informacoes
DOCENTE(S): Andre Almeida",3.38,REPROVADO
2019,Caroline Mariana,KAWV5083,"Branding
DOCENTE(S): Rafaela Gomes",7.25,APROVADO POR MÉDIA
2019,Caroline Mariana,BKII1063,"Design de Visualizacao de Informacoes
DOCENTE(S): Andre Almeida",,REPROVADO POR FALTA
2019,Caroline Mariana,UXMU2899,"Interacao Tangivel
DOCENTE(S): Gustavo Martins",,REPROVADO POR FALTA
2019,Caroline Mariana,LERH6635,"Design de Produto
DOCENTE(S): Carla Souza",,REPROVADO POR FALTA
2020,Caroline Mariana,,DESLIGAMENTO,,
2019,Hugo Nicolas,BKII1063,"Design de Visualizacao de Informacoes
DOCENTE(S): Andre Almeida",,REPROVADO POR FALTA
2019,Hugo Nicolas,MXMO8868,"Cultura Visual
DOCENTE(S): Patricia Nunes",,REPROVADO POR FALTA
2019,Hugo Nicolas,AAZN5771,"Ergonomia
DOCENTE(S): Pedro Oliveira",,REPROVADO POR FALTA
2019,Hugo Nicolas,UXMU2899,"Interacao Tangivel
DOCENTE(S): Gustavo Martins",,REPROVADO POR FALTA
2020,Hugo Nicolas,,DESLIGAMENTO,,
2012,Elisa Valentina,,DESLIGAMENTO,,
2012,Alana Daniel,OCRQ3517,Storytelling Visual,,DISPENSADO
2012,Alana Daniel,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2012,Alana Daniel,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
2012,Alana Daniel,UFMQ0127,Design para Longevidade,8.5,APROVADO POR MÉDIA
2012,Alana Daniel,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
2012,Alana Daniel,BKII1063,Design de Visualizacao de Informacoes,7.0,APROVADO POR MÉDIA
2012,Alana Daniel,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
2012,Alana Daniel,NRYN3294,Design de Interfaces Neuromorficas,,REPROVADO POR FALTA
2012,Alana Daniel,NRCI1107,Design de Experiencia em Museus,,REPROVADO POR FALTA
2012,Alana Daniel,AAZN5771,Ergonomia,,REPROVADO POR FALTA
2013,Alana Daniel,,DESLIGAMENTO,,
2009,Luciana Felipe,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
2009,Luciana Felipe,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2009,Luciana Felipe,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
2009,Luciana Felipe,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
2009,Luciana Felipe,MKUB0718,Design de Mobiliario,,REPROVADO POR FALTA
2009,Luciana Felipe,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2009,Luciana Felipe,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
2010,Luciana Felipe,,DESVINCULADO,,
