ano,nome,codigo,disciplina,nota,situacao
2008,Valeria Camila,DOMK5241,Design de Aprendizado,5.00,APROVADO
2008,Valeria Camila,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
2008,Valeria Camila,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.25,APROVADO POR MÉDIA
2008,Valeria Camila,TPYC6338,Design Thinking,6.43,APROVADO
2008,Valeria Camila,BKII1063,Design de Visualizacao de Informacoes,5.13,APROVADO
2008,Valeria Camila,MXMO8868,Cultura Visual,8.25,APROVADO POR MÉDIA
2008,Valeria Camila,AAZN5771,Ergonomia,5.50,APROVADO
2008,Valeria Camila,NGVU3526,Ecodesign,7.00,APROVADO POR MÉDIA
2008,Valeria Camila,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
2008,Valeria Camila,JGDZ1333,Gamificacao,9.50,APROVADO POR MÉDIA
2008,Valeria Camila,NRYN3294,Design de Interfaces Neuromorficas,7.05,APROVADO POR MÉDIA
2008,Valeria Camila,NRCI1107,Design de Experiencia em Museus,3.45,REPROVADO
2008,Valeria Camila,BLDG0260,Design de Joias,9.50,APROVADO POR MÉDIA
2008,Valeria Camila,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
2008,Valeria Camila,KAWV5083,Branding,6.50,APROVADO
2009,Valeria Camila,COOQ5695,Design de Interacao em Tempo Real,2.88,REPROVADO
2009,Valeria Camila,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.25,APROVADO POR MÉDIA
2009,Valeria Camila,ZULH9584,Projeto Integrado,5.00,APROVADO
2009,Valeria Camila,RVMF0745,Design Biomimetico,,REPROVADO POR FALTA
2009,Valeria Camila,TSYB3211,Impressao 3D,6.32,APROVADO
2009,Valeria Camila,NRCI1107,Design de Experiencia em Museus,7.00,APROVADO POR MÉDIA
2009,Valeria Camila,RRME1020,Design Parametrico,5.59,APROVADO
2009,Valeria Camila,COOQ5695,Design de Interacao em Tempo Real,7.13,APROVADO POR MÉDIA
2009,Valeria Camila,VFBH8799,Design Cibernetico,8.80,APROVADO POR MÉDIA
2009,Valeria Camila,JVFQ7338,Design de Interacao Cultural,5.38,APROVADO
2009,Valeria Camila,VOQA5582,Tipografia,,REPROVADO POR FALTA
2009,Valeria Camila,QVGO0107,Prototipagem em Papel,5.25,APROVADO
2009,Valeria Camila,FZLO1427,Marketing de Produto,8.10,APROVADO POR MÉDIA
2009,Valeria Camila,LERH6635,Design de Produto,8.25,APROVADO POR MÉDIA
2009,Valeria Camila,AOXV5438,Design de Espacos Virtuais,7.00,APROVADO POR MÉDIA
2010,Valeria Camila,MAEY1044,Design Computacional,8.93,APROVADO POR MÉDIA
2010,Valeria Camila,JJNT2088,Manipulacao de Imagem,9.00,APROVADO POR MÉDIA
2010,Valeria Camila,BMDH7993,Design de Apresentacoes,8.25,APROVADO POR MÉDIA
2010,Valeria Camila,SATJ7970,Design de Narrativa Espacial,8.60,APROVADO POR MÉDIA
2010,Valeria Camila,VOQA5582,Tipografia,,REPROVADO POR FALTA
2010,Valeria Camila,KZBU0327,Design de Interacao Corporal,7.00,APROVADO POR MÉDIA
ANO,Valeria Camila,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2010,Valeria Camila,XERB6119,Gestao de Marcas,8.00,APROVADO POR MÉDIA
2010,Valeria Camila,RVMF0745,Design Biomimetico,7.50,APROVADO POR MÉDIA
2010,Valeria Camila,LLKP8902,Design Digital,7.10,APROVADO POR MÉDIA
2010,Valeria Camila,DZNQ4989,Design Cenico,7.75,APROVADO POR MÉDIA
2010,Valeria Camila,RMDE3651,Teoria do Design,9.00,APROVADO POR MÉDIA
2010,Valeria Camila,DQUN5124,Comunicacao Visual,8.50,APROVADO POR MÉDIA
2010,Valeria Camila,LSHL3127,Design de Redes Sociais,7.55,APROVADO
2010,Valeria Camila,TRQX5862,Etica em Design,7.50,APROVADO POR MÉDIA
2011,Valeria Camila,TOZF3011,SemiÃ³tica,7.65,APROVADO POR MÉDIA
2011,Valeria Camila,TWIP0018,Teoria da Cor,8.50,APROVADO POR MÉDIA
2011,Valeria Camila,IENT5068,Design Experimental,9.15,APROVADO POR MÉDIA
2011,Valeria Camila,VOQA5582,Tipografia,7.00,APROVADO POR MÉDIA
2011,Valeria Camila,VMGY1151,Design de Interacao Tangivel,8.25,APROVADO POR MÉDIA
2011,Valeria Camila,XYOT5349,Tecnicas de Iluminacao,10.00,APROVADO POR MÉDIA
2005,Fernando Vanessa,OCRQ3517,Storytelling Visual,8.50,APROVADO POR MÉDIA
2005,Fernando Vanessa,RJGL2456,Design Colaborativo,7.00,APROVADO POR MÉDIA
2005,Fernando Vanessa,QBWW6998,Computacao Grafica,10.00,APROVADO POR MÉDIA
2005,Fernando Vanessa,UFMQ0127,Design para Longevidade,7.00,APROVADO POR MÉDIA
2005,Fernando Vanessa,MKUB0718,Design de Mobiliario,10.00,APROVADO POR MÉDIA
2005,Fernando Vanessa,BKII1063,Design de Visualizacao de Informacoes,10.00,APROVADO POR MÉDIA
2005,Fernando Vanessa,RJYZ5864,Identidade Visual,,APROVADO POR FREQÜÊNCIA
2005,Fernando Vanessa,DOMK5241,Design de Aprendizado,7.00,APROVADO POR MÉDIA
2005,Fernando Vanessa,ZULH9584,Projeto Integrado,5.78,APROVADO
2005,Fernando Vanessa,WPUV3332,Design de Tecnologia Vestivel (Wearable),8.25,APROVADO POR MÉDIA
2005,Fernando Vanessa,NRYN3294,Design de Interfaces Neuromorficas,8.40,APROVADO POR MÉDIA
2005,Fernando Vanessa,NRCI1107,Design de Experiencia em Museus,9.00,APROVADO POR MÉDIA
2005,Fernando Vanessa,AAZN5771,Ergonomia,5.00,APROVADO
2006,Fernando Vanessa,JJNT2088,Manipulacao de Imagem,5.35,APROVADO
2006,Fernando Vanessa,JGDZ1333,Gamificacao,9.00,APROVADO POR MÉDIA
2006,Fernando Vanessa,TSYB3211,Impressao 3D,7.75,APROVADO POR MÉDIA
2006,Fernando Vanessa,VOQA5582,Tipografia,6.28,APROVADO
2006,Fernando Vanessa,BLDG0260,Design de Joias,5.63,APROVADO
2006,Fernando Vanessa,FZLO1427,Marketing de Produto,7.25,APROVADO POR MÉDIA
2006,Fernando Vanessa,KAWV5083,Branding,6.13,APROVADO
2006,Fernando Vanessa,NGVU3526,Ecodesign,,CANCELADO COM ONUS
2006,Fernando Vanessa,COOQ5695,Design de Interacao em Tempo Real,7.25,APROVADO POR MÉDIA
2006,Fernando Vanessa,VFBH8799,Design Cibernetico,7.70,APROVADO POR MÉDIA
2006,Fernando Vanessa,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),8.50,APROVADO POR MÉDIA
2006,Fernando Vanessa,JVFQ7338,Design de Interacao Cultural,2.5,REPROVADO
2006,Fernando Vanessa,QVGO0107,Prototipagem em Papel,7.30,APROVADO POR MÉDIA
2006,Fernando Vanessa,LERH6635,Design de Produto,5.45,APROVADO
2007,Fernando Vanessa,MAEY1044,Design Computacional,7.80,APROVADO POR MÉDIA
2007,Fernando Vanessa,SATJ7970,Design de Narrativa Espacial,7.90,APROVADO POR MÉDIA
2007,Fernando Vanessa,TPYC6338,Design Thinking,8.00,APROVADO POR MÉDIA
2007,Fernando Vanessa,IENT5068,Design Experimental,8.20,APROVADO POR MÉDIA
2007,Fernando Vanessa,KZBU0327,Design de Interacao Corporal,8.75,APROVADO POR MÉDIA
2007,Fernando Vanessa,AOXV5438,Design de Espacos Virtuais,5.00,APROVADO
2007,Fernando Vanessa,RRME1020,Design Parametrico,8.25,APROVADO POR MÉDIA
2007,Fernando Vanessa,BMDH7993,Design de Apresentacoes,9.00,APROVADO POR MÉDIA
2007,Fernando Vanessa,LLKP8902,Design Digital,7.00,APROVADO
2007,Fernando Vanessa,DZNQ4989,Design Cenico,2.0,REPROVADO
2007,Fernando Vanessa,MXMO8868,Cultura Visual,8.25,APROVADO POR MÉDIA
2007,Fernando Vanessa,XERB6119,Gestao de Marcas,7.00,APROVADO POR MÉDIA
2007,Fernando Vanessa,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
2007,Fernando Vanessa,TRQX5862,Etica em Design,7.00,APROVADO POR MÉDIA
2008,Fernando Vanessa,RVMF0745,Design Biomimetico,,REPROVADO POR FALTA
ANO,Fernando Vanessa,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2008,Fernando Vanessa,JVFQ7338,Design de Interacao Cultural,,REPROVADO POR FALTA
2008,Fernando Vanessa,TWIP0018,Teoria da Cor,,REPROVADO POR FALTA
2008,Fernando Vanessa,DZNQ4989,Design Cenico,,REPROVADO POR FALTA
2008,Fernando Vanessa,RMDE3651,Teoria do Design,,CANCELADO COM ONUS
2008,Fernando Vanessa,DQUN5124,Comunicacao Visual,,REPROVADO POR FALTA
2008,Fernando Vanessa,LSHL3127,Design de Redes Sociais,1.60,REPROVADO POR FALTA
2008,Fernando Vanessa,JVFQ7338,Design de Interacao Cultural,,REPROVADO POR FALTA
2007,Isadora Daniel,OCRQ3517,Storytelling Visual,8.75,APROVADO POR MÉDIA
2007,Isadora Daniel,RJGL2456,Design Colaborativo,7.70,APROVADO POR MÉDIA
2007,Isadora Daniel,QBWW6998,Computacao Grafica,8.50,APROVADO POR MÉDIA
2007,Isadora Daniel,UFMQ0127,Design para Longevidade,6.25,APROVADO
2007,Isadora Daniel,MKUB0718,Design de Mobiliario,10.00,APROVADO POR MÉDIA
2007,Isadora Daniel,BKII1063,Design de Visualizacao de Informacoes,8.90,APROVADO POR MÉDIA
2007,Isadora Daniel,RJYZ5864,Identidade Visual,8.25,APROVADO POR MÉDIA
2007,Isadora Daniel,DOMK5241,Design de Aprendizado,,REPROVADO POR FALTA
2007,Isadora Daniel,ZULH9584,Projeto Integrado,,REPROVADO POR FALTA
2007,Isadora Daniel,WPUV3332,Design de Tecnologia Vestivel (Wearable),7.55,APROVADO POR MÉDIA
2007,Isadora Daniel,NRYN3294,Design de Interfaces Neuromorficas,8.40,APROVADO POR MÉDIA
2007,Isadora Daniel,NRCI1107,Design de Experiencia em Museus,7.25,APROVADO POR MÉDIA
2007,Isadora Daniel,AAZN5771,Ergonomia,7.35,APROVADO POR MÉDIA
2008,Isadora Daniel,DOMK5241,Design de Aprendizado,10.00,APROVADO POR MÉDIA
2008,Isadora Daniel,ZULH9584,Projeto Integrado,8.90,APROVADO POR MÉDIA
2008,Isadora Daniel,JGDZ1333,Gamificacao,8.00,APROVADO POR MÉDIA
2008,Isadora Daniel,TSYB3211,Impressao 3D,9.50,APROVADO POR MÉDIA
2008,Isadora Daniel,KAWV5083,Branding,9.50,APROVADO POR MÉDIA
2008,Isadora Daniel,NGVU3526,Ecodesign,8.00,APROVADO POR MÉDIA
2008,Isadora Daniel,TPYC6338,Design Thinking,7.13,APROVADO POR MÉDIA
2008,Isadora Daniel,BLDG0260,Design de Joias,9.50,APROVADO POR MÉDIA
2008,Isadora Daniel,FZLO1427,Marketing de Produto,7.75,APROVADO POR MÉDIA
2008,Isadora Daniel,LERH6635,Design de Produto,8.00,APROVADO POR MÉDIA
2009,Isadora Daniel,COOQ5695,Design de Interacao em Tempo Real,7.80,APROVADO POR MÉDIA
2009,Isadora Daniel,VFBH8799,Design Cibernetico,8.30,APROVADO POR MÉDIA
2009,Isadora Daniel,JVFQ7338,Design de Interacao Cultural,5.88,APROVADO
2009,Isadora Daniel,VOQA5582,Tipografia,,REPROVADO POR FALTA
2009,Isadora Daniel,QVGO0107,Prototipagem em Papel,9.00,APROVADO POR MÉDIA
2009,Isadora Daniel,MAEY1044,Design Computacional,9.65,APROVADO POR MÉDIA
2009,Isadora Daniel,SATJ7970,Design de Narrativa Espacial,7.10,APROVADO POR MÉDIA
2009,Isadora Daniel,LLKP8902,Design Digital,7.50,APROVADO POR MÉDIA
2009,Isadora Daniel,KZBU0327,Design de Interacao Corporal,7.50,APROVADO POR MÉDIA
2010,Isadora Daniel,JJNT2088,Manipulacao de Imagem,7.75,APROVADO POR MÉDIA
2010,Isadora Daniel,BMDH7993,Design de Apresentacoes,8.50,APROVADO POR MÉDIA
2010,Isadora Daniel,MXMO8868,Cultura Visual,7.50,APROVADO POR MÉDIA
2010,Isadora Daniel,XERB6119,Gestao de Marcas,9.50,APROVADO POR MÉDIA
2010,Isadora Daniel,RRME1020,Design Parametrico,5.43,APROVADO
2010,Isadora Daniel,TOZF3011,SemiÃ³tica,,REPROVADO POR FALTA
2010,Isadora Daniel,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),,REPROVADO POR FALTA
2010,Isadora Daniel,TWIP0018,Teoria da Cor,8.50,APROVADO POR MÉDIA
2010,Isadora Daniel,VOQA5582,Tipografia,,REPROVADO POR FALTA
ANO,Isadora Daniel,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2010,Isadora Daniel,TRQX5862,Etica em Design,8.50,APROVADO POR MÉDIA
2011,Isadora Daniel,TOZF3011,SemiÃ³tica,9.75,APROVADO POR MÉDIA
2011,Isadora Daniel,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.00,APROVADO POR MÉDIA
2011,Isadora Daniel,IENT5068,Design Experimental,7.15,APROVADO POR MÉDIA
2011,Isadora Daniel,VOQA5582,Tipografia,8.75,APROVADO POR MÉDIA
2011,Isadora Daniel,RMDE3651,Teoria do Design,7.00,APROVADO POR MÉDIA
2011,Isadora Daniel,DQUN5124,Comunicacao Visual,8.50,APROVADO POR MÉDIA
2011,Isadora Daniel,UXMU2899,Interacao Tangivel,,REPROVADO POR FALTA
2011,Isadora Daniel,AOXV5438,Design de Espacos Virtuais,5.45,APROVADO
2012,Isadora Daniel,RVMF0745,Design Biomimetico,8.50,APROVADO POR MÉDIA
2012,Isadora Daniel,DZNQ4989,Design Cenico,7.00,APROVADO POR MÉDIA
2012,Isadora Daniel,VMGY1151,Design de Interacao Tangivel,8.10,APROVADO POR MÉDIA
2012,Isadora Daniel,LSHL3127,Design de Redes Sociais,7.00,APROVADO POR MÉDIA
2012,Isadora Daniel,UXMU2899,Interacao Tangivel,,REPROVADO POR FALTA
2013,Isadora Daniel,UXMU2899,Interacao Tangivel,,REPROVADO POR FALTA
2013,Isadora Daniel,UXMU2899,Interacao Tangivel,9.00,APROVADO POR MÉDIA
2013,Isadora Daniel,XYOT5349,Tecnicas de Iluminacao,10.00,APROVADO POR MÉDIA
2013,Isadora Daniel,,INTEGRALIZADO,,
2014,Isadora Daniel,,FORMADO,,
2007,Eduardo Marcos,OCRQ3517,Storytelling Visual,,REPROVADO POR FALTA
2007,Eduardo Marcos,RJGL2456,Design Colaborativo,,REPROVADO POR FALTA
2007,Eduardo Marcos,QBWW6998,Computacao Grafica,,REPROVADO POR FALTA
2007,Eduardo Marcos,UFMQ0127,Design para Longevidade,,REPROVADO POR FALTA
2007,Eduardo Marcos,MKUB0718,Design de Mobiliario,,REPROVADO POR FALTA
2007,Eduardo Marcos,BKII1063,Design de Visualizacao de Informacoes,,REPROVADO POR FALTA
2007,Eduardo Marcos,RJYZ5864,Identidade Visual,,REPROVADO POR FALTA
ANO,Diego Sophie,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2008,Diego Sophie,OCRQ3517,Storytelling Visual,8.00,APROVADO POR MÉDIA
2008,Diego Sophie,RJGL2456,Design Colaborativo,5.63,APROVADO
2008,Diego Sophie,QBWW6998,Computacao Grafica,8.75,APROVADO POR MÉDIA
2008,Diego Sophie,UFMQ0127,Design para Longevidade,5.13,APROVADO
2008,Diego Sophie,MKUB0718,Design de Mobiliario,9.00,APROVADO POR MÉDIA
2008,Diego Sophie,BKII1063,Design de Visualizacao de Informacoes,4.13,REPROVADO
2008,Diego Sophie,RJYZ5864,Identidade Visual,8.00,APROVADO POR MÉDIA
2008,Diego Sophie,DOMK5241,Design de Aprendizado,4.0,REPROVADO
2008,Diego Sophie,ZULH9584,Projeto Integrado,1.0,REPROVADO
2008,Diego Sophie,WPUV3332,Design de Tecnologia Vestivel (Wearable),9.00,APROVADO POR MÉDIA
2008,Diego Sophie,BKII1063,Design de Visualizacao de Informacoes,7.25,APROVADO POR MÉDIA
2009,Diego Sophie,DOMK5241,Design de Aprendizado,5.00,APROVADO
2009,Diego Sophie,ZULH9584,Projeto Integrado,3.5,REPROVADO
2009,Diego Sophie,JGDZ1333,Gamificacao,7.00,APROVADO POR MÉDIA
2009,Diego Sophie,NRYN3294,Design de Interfaces Neuromorficas,3.83,REPROVADO
2009,Diego Sophie,NRCI1107,Design de Experiencia em Museus,7.00,APROVADO POR MÉDIA
2009,Diego Sophie,MXMO8868,Cultura Visual,8.00,APROVADO POR MÉDIA
2009,Diego Sophie,AAZN5771,Ergonomia,7.56,APROVADO POR MÉDIA
2009,Diego Sophie,UCTK5222,Design de Realidade Aumentada (AR) e Virtual (VR),7.75,APROVADO POR MÉDIA
2009,Diego Sophie,ZULH9584,Projeto Integrado,5.50,APROVADO
2009,Diego Sophie,NRYN3294,Design de Interfaces Neuromorficas,3.78,REPROVADO
2009,Diego Sophie,VOQA5582,Tipografia,7.00,APROVADO POR MÉDIA
2009,Diego Sophie,BLDG0260,Design de Joias,7.00,APROVADO POR MÉDIA
2009,Diego Sophie,KAWV5083,Branding,7.10,APROVADO POR MÉDIA
2009,Diego Sophie,AOXV5438,Design de Espacos Virtuais,8.05,APROVADO POR MÉDIA
2010,Diego Sophie,NGVU3526,Ecodesign,7.95,APROVADO POR MÉDIA
2010,Diego Sophie,NRYN3294,Design de Interfaces Neuromorficas,3.85,REPROVADO
2010,Diego Sophie,FZLO1427,Marketing de Produto,7.75,APROVADO POR MÉDIA
2010,Diego Sophie,LERH6635,Design de Produto,8.00,APROVADO POR MÉDIA
2010,Diego Sophie,COOQ5695,Design de Interacao em Tempo Real,7.90,APROVADO POR MÉDIA
2010,Diego Sophie,TPYC6338,Design Thinking,5.13,APROVADO
2010,Diego Sophie,IENT5068,Design Experimental,8.50,APROVADO POR MÉDIA
2010,Diego Sophie,DZNQ4989,Design Cenico,8.25,APROVADO POR MÉDIA
2010,Diego Sophie,NRYN3294,Design de Interfaces Neuromorficas,5.45,APROVADO
2010,Diego Sophie,UXMU2899,Interacao Tangivel,,APROVADO POR FREQÜÊNCIA
2010,Diego Sophie,RRME1020,Design Parametrico,,REPROVADO POR FALTA
2010,Diego Sophie,TRQX5862,Etica em Design,8.20,APROVADO POR MÉDIA
2011,Diego Sophie,JJNT2088,Manipulacao de Imagem,3.88,REPROVADO
2011,Diego Sophie,BMDH7993,Design de Apresentacoes,7.00,APROVADO POR MÉDIA
2011,Diego Sophie,TSYB3211,Impressao 3D,7.75,APROVADO POR MÉDIA
2011,Diego Sophie,XERB6119,Gestao de Marcas,6.28,APROVADO
2011,Diego Sophie,RRME1020,Design Parametrico,,REPROVADO POR FALTA
ANO,Diego Sophie,CÓDIGO,NOME DA DISCIPLINA,NOTA FINAL,SITUAÇÃO CONCEITO
2011,Diego Sophie,VFBH8799,Design Cibernetico,3.5,REPROVADO
2011,Diego Sophie,JVFQ7338,Design de Interacao Cultural,5.13,APROVADO
2011,Diego Sophie,QVGO0107,Prototipagem em Papel,8.00,APROVADO POR MÉDIA
2011,Diego Sophie,DQUN5124,Comunicacao Visual,8.00,APROVADO POR MÉDIA
2011,Diego Sophie,VMGY1151,Design de Interacao Tangivel,7.00,APROVADO POR MÉDIA
2011,Diego Sophie,LSHL3127,Design de Redes Sociais,7.35,APROVADO POR MÉDIA
2011,Diego Sophie,RRME1020,Design Parametrico,7.80,APROVADO POR MÉDIA
2012,Diego Sophie,TOZF3011,SemiÃ³tica,2.83,REPROVADO
2012,Diego Sophie,VFBH8799,Design Cibernetico,5.63,APROVADO
2012,Diego Sophie,JJNT2088,Manipulacao de Imagem,6.70,APROVADO
2012,Diego Sophie,SATJ7970,Design de Narrativa Espacial,9.10,APROVADO POR MÉDIA
2012,Diego Sophie,LLKP8902,Design Digital,9.20,APROVADO POR MÉDIA
2012,Diego Sophie,KZBU0327,Design de Interacao Corporal,7.75,APROVADO POR MÉDIA
2012,Diego Sophie,TOZF3011,SemiÃ³tica,7.75,APROVADO POR MÉDIA
2012,Diego Sophie,MAEY1044,Design Computacional,8.50,APROVADO POR MÉDIA
2012,Diego Sophie,RVMF0745,Design Biomimetico,7.50,APROVADO POR MÉDIA
2012,Diego Sophie,RMDE3651,Teoria do Design,6.82,APROVADO
2013,Diego Sophie,TWIP0018,Teoria da Cor,8.50,APROVADO POR MÉDIA
2013,Diego Sophie,XYOT5349,Tecnicas de Iluminacao,9.00,APROVADO POR MÉDIA
2013,Diego Sophie,,INTEGRALIZADO,,
2013,Diego Sophie,,FORMADO,,
2013,Alice Ricardo,OCRQ3517,Storytelling Visual,4.25,REPROVADO
2013,Alice Ricardo,RJGL2456,Design Colaborativo,7.69,APROVADO
2013,Alice Ricardo,QBWW6998,Computacao Grafica,8.00,APROVADO POR MÉDIA
2013,Alice Ricardo,UFMQ0127,Design para Longevidade,5.63,APROVADO
2013,Alice Ricardo,MKUB0718,Design de Mobiliario,,APROVADO POR FREQÜÊNCIA
2013,Alice Ricardo,BKII1063,Design de Visualizacao de Informacoes,5.20,APROVADO
2013,Alice Ricardo,RJYZ5864,Identidade Visual,8.90,APROVADO POR MÉDIA
2014,Alice Ricardo,DOMK5241,Design de Aprendizado,0.9,REPROVADO
2014,Alice Ricardo,ZULH9584,Projeto Integrado,0.8,REPROVADO
2014,Alice Ricardo,NRYN3294,Design de Interfaces Neuromorficas,2.75,REPROVADO
2014,Alice Ricardo,NRCI1107,Design de Experiencia em Museus,7.78,APROVADO POR MÉDIA
2014,Alice Ricardo,MXMO8868,Cultura Visual,8.30,APROVADO POR MÉDIA
2014,Alice Ricardo,BLDG0260,Design de Joias,5.28,APROVADO
2014,Alice Ricardo,AAZN5771,Ergonomia,,REPROVADO POR FALTA
2014,Alice Ricardo,DOMK5241,Design de Aprendizado,2.25,REPROVADO
2014,Alice Ricardo,ZULH9584,Projeto Integrado,3.4,REPROVADO
2014,Alice Ricardo,JGDZ1333,Gamificacao,7.25,APROVADO POR MÉDIA
2014,Alice Ricardo,NRYN3294,Design de Interfaces Neuromorficas,7.75,APROVADO POR MÉDIA
2014,Alice Ricardo,VOQA5582,Tipografia,3.35,REPROVADO
2014,Alice Ricardo,AAZN5771,Ergonomia,,REPROVADO POR FALTA
2015,Alice Ricardo,COOQ5695,Design de Interacao em Tempo Real,,REPROVADO POR FALTA
2015,Alice Ricardo,JJNT2088,Manipulacao de Imagem,,REPROVADO POR FALTA
2015,Alice Ricardo,BMDH7993,Design de Apresentacoes,7.00,APROVADO POR MÉDIA
2015,Alice Ricardo,TSYB3211,Impressao 3D,,REPROVADO POR FALTA
2015,Alice Ricardo,UXMU2899,Interacao Tangivel,9.00,APROVADO POR MÉDIA
2015,Alice Ricardo,DOMK5241,Design de Aprendizado,3.05,REPROVADO
2015,Alice Ricardo,COOQ5695,Design de Interacao em Tempo Real,2.8,REPROVADO
2015,Alice Ricardo,ZULH9584,Projeto Integrado,7.00,APROVADO POR MÉDIA
2016,Alice Ricardo,OCRQ3517,Storytelling Visual,7.00,APROVADO POR MÉDIA
2016,Alice Ricardo,JJNT2088,Manipulacao de Imagem,,REPROVADO POR FALTA
2016,Alice Ricardo,TSYB3211,Impressao 3D,5.00,APROVADO
2016,Alice Ricardo,FZLO1427,Marketing de Produto,1.98,REPROVADO
2016,Alice Ricardo,KAWV5083,Branding,8.25,APROVADO POR MÉDIA
