nome,disciplina,ano,nota,situacao,semestre
Bruno Miguel,Branding,2012,7.0,APROVADO POR MÉDIA,2
Bruno Miguel,Ecodesign,2013,8.25,APROVADO POR MÉDIA,1
Bruno Miguel,Design de Interacao em Tempo Real,2013,9.15,APROVADO POR MÉDIA,1
Bruno Miguel,Design Cibernetico,2013,8.13,APROVADO POR MÉDIA,1
Bruno Miguel,Design de Realidade Aumentada (AR) e Virtual (VR),2013,9.0,APROVADO POR MÉDIA,1
Bruno Miguel,Design de Interacao Cultural,2013,7.5,APROVADO POR MÉDIA,1
Bruno Miguel,Prototipagem em Papel,2013,9.25,APROVADO POR MÉDIA,1
Bruno Miguel,Design de Produto,2013,7.25,APROVADO POR MÉDIA,1
Bruno Miguel,INTERCAMBIO,2013,,,2
Bruno Miguel,INTERCAMBIO,2014,,,1
Bruno Miguel,INTERCAMBIO,2014,,,2
Bruno Miguel,Design Computacional,2015,8.7,APROVADO POR MÉDIA,1
Bruno Miguel,Design de Impacto Social,2015,9.0,APROVADO POR MÉDIA,1
Bruno Miguel,Design de Narrativa Espacial,2015,,DISPENSADO,1
Bruno Miguel,Design Thinking,2015,7.0,APROVADO POR MÉDIA,1
Bruno Miguel,Design Experimental,2015,9.4,APROVADO POR MÉDIA,1
Bruno Miguel,Design Cenico,2015,,DISPENSADO,1
Bruno Miguel,Design de Interacao Corporal,2015,9.0,APROVADO POR MÉDIA,1
Bruno Miguel,Design de Espacos Virtuais,2015,8.55,APROVADO POR MÉDIA,1
Bruno Miguel,Design Parametrico,2015,8.38,APROVADO POR MÉDIA,1
Bruno Miguel,Etica em Design,2015,8.25,APROVADO POR MÉDIA,1
Bruno Miguel,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Bruno Miguel,Design Sonoro,2015,9.75,APROVADO POR MÉDIA,2
Bruno Miguel,Design Digital,2015,8.25,APROVADO POR MÉDIA,2
Bruno Miguel,Cultura Visual,2015,8.9,APROVADO POR MÉDIA,2
Bruno Miguel,Gestao de Marcas,2015,7.3,APROVADO POR MÉDIA,2
Bruno Miguel,Interacao Tangivel,2015,10.0,APROVADO POR MÉDIA,2
Bruno Miguel,Design de Interacao Tangivel,2015,9.5,APROVADO POR MÉDIA,2
Bruno Miguel,Design de Apresentacoes,2016,7.0,APROVADO POR MÉDIA,1
Bruno Miguel,Design Biomimetico,2016,9.0,APROVADO POR MÉDIA,1
Bruno Miguel,Teoria da Cor,2016,7.0,APROVADO POR MÉDIA,1
Bruno Miguel,Teoria do Design,2016,9.0,APROVADO POR MÉDIA,1
Bruno Miguel,Comunicacao Visual,2016,8.0,APROVADO POR MÉDIA,1
Bruno Miguel,Materiais e Processos,2016,,DISPENSADO,1
Bruno Miguel,Design de Redes Sociais,2016,9.45,APROVADO POR MÉDIA,1
Bruno Miguel,SemiÃ³tica,2016,10.0,APROVADO POR MÉDIA,2
Bruno Miguel,Design de Impressao e Publicacao,2016,9.0,APROVADO POR MÉDIA,2
Bruno Miguel,Tecnicas de Iluminacao,2016,10.0,APROVADO POR MÉDIA,2
Bruno Miguel,INTEGRALIZADO,2016,,,2
Bruno Miguel,FORMADO,2017,,,1
Vitor Alice,Storytelling Visual,2006,,REPROVADO POR FALTA,1
Vitor Alice,Design Colaborativo,2006,,REPROVADO POR FALTA,1
Vitor Alice,Computacao Grafica,2006,6.75,APROVADO,1
Vitor Alice,Design para Longevidade,2006,,REPROVADO POR FALTA,1
Vitor Alice,Design de Mobiliario,2006,7.0,APROVADO POR MÉDIA,1
Vitor Alice,Design de Visualizacao de Informacoes,2006,,REPROVADO POR FALTA,1
Vitor Alice,Identidade Visual,2006,,REPROVADO POR FALTA,1
Vitor Alice,Storytelling Visual,2006,,REPROVADO POR FALTA,2
Vitor Alice,Design Colaborativo,2006,,REPROVADO POR FALTA,2
Vitor Alice,Design para Longevidade,2006,,REPROVADO POR FALTA,2
Vitor Alice,Gamificacao,2006,,REPROVADO POR FALTA,2
Vitor Alice,Design de Visualizacao de Informacoes,2006,,REPROVADO POR FALTA,2
Vitor Alice,DESVINCULADO,2007,,,1
Carolina Luciana,DESLIGAMENTO,2018,,,1
Lais Eduarda,Storytelling Visual,2016,,REPROVADO POR FALTA,1
Lais Eduarda,Design Colaborativo,2016,6.85,APROVADO,1
Lais Eduarda,Computacao Grafica,2016,8.0,APROVADO POR MÉDIA,1
Lais Eduarda,Design para Longevidade,2016,,REPROVADO POR FALTA,1
Lais Eduarda,Design de Mobiliario,2016,7.85,APROVADO POR MÉDIA,1
Lais Eduarda,Design de Visualizacao de Informacoes,2016,7.0,APROVADO POR MÉDIA,1
Lais Eduarda,Identidade Visual,2016,7.0,APROVADO POR MÉDIA,1
Lais Eduarda,Design de Aprendizado,2016,,REPROVADO POR FALTA,2
Lais Eduarda,Projeto Integrado,2016,7.41,APROVADO,2
Lais Eduarda,Design para Longevidade,2016,7.05,APROVADO,2
Lais Eduarda,Design de Interfaces Neuromorficas,2016,8.66,APROVADO POR MÉDIA,2
Lais Eduarda,Design de Experiencia em Museus,2016,,REPROVADO POR FALTA,2
Lais Eduarda,Ergonomia,2016,8.75,APROVADO POR MÉDIA,2
Lais Eduarda,Storytelling Visual,2017,9.7,APROVADO POR MÉDIA,1
Lais Eduarda,Manipulacao de Imagem,2017,8.0,APROVADO POR MÉDIA,1
Lais Eduarda,Gamificacao,2017,8.25,APROVADO POR MÉDIA,1
Lais Eduarda,Impressao 3D,2017,8.75,APROVADO POR MÉDIA,1
Lais Eduarda,Design de Joias,2017,7.43,APROVADO,1
Lais Eduarda,Marketing de Produto,2017,8.2,APROVADO POR MÉDIA,1
Lais Eduarda,Branding,2017,8.5,APROVADO POR MÉDIA,1
Lais Eduarda,Design de Interacao em Tempo Real,2017,9.5,APROVADO POR MÉDIA,2
Lais Eduarda,Design Cibernetico,2017,9.0,APROVADO POR MÉDIA,2
Lais Eduarda,Design de Realidade Aumentada (AR) e Virtual (VR),2017,8.0,APROVADO POR MÉDIA,2
Lais Eduarda,Design de Interacao Cultural,2017,8.5,APROVADO POR MÉDIA,2
Lais Eduarda,Prototipagem em Papel,2017,8.0,APROVADO POR MÉDIA,2
Lais Eduarda,Design de Produto,2017,9.5,APROVADO POR MÉDIA,2
Lais Eduarda,"Design Computacional
DOCENTE(S): Maria Santos",2018,9.35,APROVADO POR MÉDIA,1
Lais Eduarda,"Design de Narrativa Espacial
DOCENTE(S): Ana Costa",2018,10.0,APROVADO POR MÉDIA,1
Lais Eduarda,"Design Biomimetico
DOCENTE(S): Carla Souza
DOCENTE(S): -----------.",2018,,RENOVAÇÃO DE ESTÁGIO,1
Lais Eduarda,"Design Thinking
DOCENTE(S): Joao Silva",2018,9.0,APROVADO POR MÉDIA,1
Lais Eduarda,"Design Experimental
DOCENTE(S): Rafaela Gomes",2018,9.5,APROVADO POR MÉDIA,1
Lais Eduarda,"Design de Interacao Social
DOCENTE(S): Ana Costa",2018,8.5,APROVADO POR MÉDIA,1
Lais Eduarda,Design de Interacao Corporal,2018,9.25,APROVADO POR MÉDIA,1
Lais Eduarda,"Design de Espacos Virtuais
DOCENTE(S): Pedro Oliveira",2018,9.5,APROVADO POR MÉDIA,1
Lais Eduarda,"Design Parametrico
DOCENTE(S): Juliana Rodrigues",2018,9.51,APROVADO POR MÉDIA,1
Lais Eduarda,"Design de Tecnologia Vestivel (Wearable)
DOCENTE(S): Andre Almeida",2018,8.75,APROVADO POR MÉDIA,2
Lais Eduarda,"Design Biomimetico
DOCENTE(S): Carla Souza",2018,10.0,APROVADO POR MÉDIA,2
Lais Eduarda,"Design Digital
DOCENTE(S): Patricia Nunes",2018,9.75,APROVADO POR MÉDIA,2
Lais Eduarda,"Design de Experiencia em Museus
DOCENTE(S): Pedro Oliveira",2018,8.3,APROVADO POR MÉDIA,2
Lais Eduarda,"Cultura Visual
DOCENTE(S): Patricia Nunes",2018,8.0,APROVADO POR MÉDIA,2
Lais Eduarda,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Lais Eduarda,"Gestao de Marcas
DOCENTE(S): Maria Santos",2018,8.0,APROVADO POR MÉDIA,2
Lais Eduarda,"Interacao Tangivel
DOCENTE(S): Gustavo Martins",2018,8.5,APROVADO POR MÉDIA,2
Lais Eduarda,"Design de Interacao Tangivel
DOCENTE(S): Rafaela Gomes",2018,7.0,APROVADO POR MÉDIA,2
Lais Eduarda,"Etica em Design
DOCENTE(S): Juliana Rodrigues",2018,7.75,APROVADO POR MÉDIA,2
Lais Eduarda,"Design Sonoro
DOCENTE(S): Patricia Nunes",2019,8.5,APROVADO POR MÉDIA,1
Lais Eduarda,"Design de Apresentacoes
DOCENTE(S): Diego Cardoso",2019,7.5,APROVADO POR MÉDIA,1
Lais Eduarda,"Teoria da Cor
DOCENTE(S): Ana Costa",2019,7.9,APROVADO POR MÉDIA,1
Lais Eduarda,"Tipografia
DOCENTE(S): Joao Silva",2019,5.5,APROVADO,1
Lais Eduarda,"Teoria do Design
DOCENTE(S): Marcos Ferreira",2019,8.1,APROVADO POR MÉDIA,1
Lais Eduarda,"Comunicacao Visual
DOCENTE(S): Luiz Pereira",2019,9.0,APROVADO POR MÉDIA,1
Lais Eduarda,"Design Biofilico
DOCENTE(S): Ana Costa",2019,8.0,APROVADO POR MÉDIA,1
Lais Eduarda,"Design de Redes Sociais
DOCENTE(S): Larissa Vieira",2019,9.25,APROVADO POR MÉDIA,1
Lais Eduarda,"Design de Impressao e Publicacao
DOCENTE(S): Gustavo Martins",2019,7.65,APROVADO POR MÉDIA,1
Lais Eduarda,"Ecodesign
DOCENTE(S): Diego Cardoso",2019,7.5,APROVADO POR MÉDIA,2
Lais Eduarda,"SemiÃ³tica
DOCENTE(S): Luiz Pereira",2019,10.0,APROVADO POR MÉDIA,2
Lais Eduarda,"Design de Aprendizado
DOCENTE(S): Ana Costa",2019,8.55,APROVADO POR MÉDIA,2
Lais Eduarda,"Design Cenico
DOCENTE(S): Ana Costa",2019,10.0,APROVADO POR MÉDIA,2
Lais Eduarda,"Tecnicas de Iluminacao
DOCENTE(S): Gustavo Martins",2019,8.5,APROVADO POR MÉDIA,2
Lais Eduarda,INTEGRALIZADO,2019,,,2
Lais Eduarda,FORMADO,2020,,,1
Leonardo Leticia,"Storytelling Visual
DOCENTE(S): Maria Santos",2018,9.0,APROVADO POR MÉDIA,1
Leonardo Leticia,"Design Colaborativo
DOCENTE(S): Fernanda Lima",2018,7.15,APROVADO POR MÉDIA,1
Leonardo Leticia,"Computacao Grafica
DOCENTE(S): Marcos Ferreira",2018,8.5,APROVADO POR MÉDIA,1
Leonardo Leticia,"Design para Longevidade
DOCENTE(S): Marcos Ferreira",2018,7.7,APROVADO POR MÉDIA,1
Leonardo Leticia,"Design de Mobiliario
DOCENTE(S): Fernanda Lima",2018,9.2,APROVADO POR MÉDIA,1
Leonardo Leticia,"Design de Visualizacao de Informacoes
DOCENTE(S): Andre Almeida",2018,5.3,APROVADO,1
Leonardo Leticia,"Identidade Visual
DOCENTE(S): Joao Silva",2018,7.5,APROVADO POR MÉDIA,1
Leonardo Leticia,"Design de Aprendizado
DOCENTE(S): Ana Costa",2018,7.1,APROVADO POR MÉDIA,2
Leonardo Leticia,"Projeto Integrado
DOCENTE(S): Fernanda Lima",2018,10.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design de Tecnologia Vestivel (Wearable)
DOCENTE(S): Andre Almeida",2018,9.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design de Interfaces Neuromorficas
DOCENTE(S): Marcos Ferreira",2018,7.25,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design de Experiencia em Museus
DOCENTE(S): Pedro Oliveira",2018,5.93,APROVADO,2
Leonardo Leticia,"Ergonomia
DOCENTE(S): Pedro Oliveira",2018,9.75,APROVADO POR MÉDIA,2
Leonardo Leticia,"Manipulacao de Imagem
DOCENTE(S): Diego Cardoso",2019,8.52,APROVADO POR MÉDIA,1
Leonardo Leticia,"Gamificacao
DOCENTE(S): Luiz Pereira",2019,8.65,APROVADO POR MÉDIA,1
Leonardo Leticia,"Impressao 3D
DOCENTE(S): Marcos Ferreira",2019,9.5,APROVADO POR MÉDIA,1
Leonardo Leticia,"Tipografia
DOCENTE(S): Joao Silva",2019,7.0,APROVADO POR MÉDIA,1
Leonardo Leticia,"Design de Joias
DOCENTE(S): Gustavo Martins",2019,8.3,APROVADO POR MÉDIA,1
Leonardo Leticia,"Marketing de Produto
DOCENTE(S): Carla Souza",2019,9.0,APROVADO POR MÉDIA,1
Leonardo Leticia,"Branding
DOCENTE(S): Rafaela Gomes",2019,7.25,APROVADO POR MÉDIA,1
Leonardo Leticia,"Ecodesign
DOCENTE(S): Diego Cardoso",2019,9.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design de Interacao em Tempo Real
DOCENTE(S): Pedro Oliveira",2019,8.5,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design Cibernetico
DOCENTE(S): Joao Silva",2019,8.4,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design de Realidade Aumentada (AR) e Virtual (VR)
DOCENTE(S): Juliana Rodrigues",2019,7.25,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design de Interacao Cultural
DOCENTE(S): Gustavo Martins",2019,8.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Prototipagem em Papel
DOCENTE(S): Juliana Rodrigues",2019,7.65,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design de Produto
DOCENTE(S): Carla Souza",2019,7.75,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design Computacional
DOCENTE(S): Maria Santos",2020,7.6,APROVADO POR MÉDIA,3
Leonardo Leticia,"Design Thinking
DOCENTE(S): Joao Silva",2020,10.0,APROVADO POR MÉDIA,3
Leonardo Leticia,"Design Experimental
DOCENTE(S): Rafaela Gomes",2020,10.0,APROVADO POR MÉDIA,3
Leonardo Leticia,"Design de Espacos Virtuais
DOCENTE(S): Pedro Oliveira",2020,10.0,APROVADO POR MÉDIA,3
Leonardo Leticia,Design de Narrativa Espacial,2020,9.5,APROVADO POR MÉDIA,1
Leonardo Leticia,DISCIPLINA,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Leonardo Leticia,DOCENTE(S): -----------,,,,
Leonardo Leticia,"Design de Interacao Corporal
DOCENTE(S): Fernanda Lima",2020,9.0,APROVADO POR MÉDIA,1
Leonardo Leticia,"Design Parametrico
DOCENTE(S): Juliana Rodrigues",2020,8.5,APROVADO POR MÉDIA,1
Leonardo Leticia,"Design Digital
DOCENTE(S): Patricia Nunes",2020,9.45,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design Cenico
DOCENTE(S): Ana Costa",2020,9.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Cultura Visual
DOCENTE(S): Patricia Nunes",2020,9.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Gestao de Marcas
DOCENTE(S): Maria Santos",2020,9.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Interacao Tangivel
DOCENTE(S): Gustavo Martins",2020,10.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Etica em Design
DOCENTE(S): Juliana Rodrigues",2020,10.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design Sonoro
DOCENTE(S): Patricia Nunes",2021,10.0,APROVADO POR MÉDIA,1
Leonardo Leticia,"Design de Apresentacoes
DOCENTE(S): Diego Cardoso",2021,8.25,APROVADO POR MÉDIA,1
Leonardo Leticia,"Teoria da Cor
DOCENTE(S): Ana Costa",2021,10.0,APROVADO POR MÉDIA,1
Leonardo Leticia,"Teoria do Design
DOCENTE(S): Marcos Ferreira",2021,9.75,APROVADO POR MÉDIA,1
Leonardo Leticia,"Comunicacao Visual
DOCENTE(S): Luiz Pereira",2021,10.0,APROVADO POR MÉDIA,1
Leonardo Leticia,"Materiais e Processos
DOCENTE(S): Juliana Rodrigues",2021,10.0,APROVADO POR MÉDIA,1
Leonardo Leticia,"Design de Redes Sociais
DOCENTE(S): Larissa Vieira",2021,7.0,APROVADO POR MÉDIA,1
Leonardo Leticia,"SemiÃ³tica
DOCENTE(S): Luiz Pereira",2021,8.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design de Impacto Social
DOCENTE(S): Rafaela Gomes",2021,10.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design Biofilico
DOCENTE(S): Ana Costa",2021,10.0,APROVADO POR MÉDIA,2
Leonardo Leticia,"Design de Interacao Tangivel
DOCENTE(S): Rafaela Gomes",2021,8.5,APROVADO POR MÉDIA,2
Leonardo Leticia,"Tecnicas de Iluminacao
DOCENTE(S): Gustavo Martins",2021,10.0,APROVADO POR MÉDIA,2
Leonardo Leticia,TRANCAMENTO,2022,,,1
Leonardo Leticia,"Design Biomimetico
DOCENTE(S): Carla Souza
(DOUTORADO).",2022,9.0,APROVADO POR MÉDIA,2
Leonardo Leticia,INTEGRALIZADO,2022,,,2
Leonardo Leticia,FORMADO,2022,,,2
Evelyn Mateus,"Storytelling Visual
DOCENTE(S): Maria Santos",2021,10.0,APROVADO POR MÉDIA,1
Evelyn Mateus,"Design Colaborativo
DOCENTE(S): Fernanda Lima",2021,5.65,APROVADO,1
Evelyn Mateus,"Computacao Grafica
DOCENTE(S): Marcos Ferreira",2021,7.0,APROVADO POR MÉDIA,1
Evelyn Mateus,"Design para Longevidade
DOCENTE(S): Marcos Ferreira",2021,2.7,REPROVADO,1
Evelyn Mateus,"Design de Mobiliario
DOCENTE(S): Fernanda Lima",2021,8.2,APROVADO POR MÉDIA,1
Evelyn Mateus,"Design de Visualizacao de Informacoes
DOCENTE(S): Andre Almeida",2021,7.25,APROVADO POR MÉDIA,1
Evelyn Mateus,"Identidade Visual
DOCENTE(S): Joao Silva",2021,8.75,APROVADO POR MÉDIA,1
Evelyn Mateus,"Design de Aprendizado
DOCENTE(S): Ana Costa",2021,,REPROVADO POR FALTA,2
Evelyn Mateus,"Projeto Integrado
DOCENTE(S): Fernanda Lima",2021,,REPROVADO POR FALTA,2
Evelyn Mateus,"Design de Tecnologia Vestivel (Wearable)
DOCENTE(S): Andre Almeida",2021,9.25,APROVADO POR MÉDIA,2
Evelyn Mateus,"Design de Interfaces Neuromorficas
DOCENTE(S): Marcos Ferreira
DA SILVA (MESTRADO).",2021,,REPROVADO POR FALTA,2
Evelyn Mateus,"Design de Experiencia em Museus
DOCENTE(S): Pedro Oliveira",2021,,REPROVADO POR FALTA,2
Evelyn Mateus,"Ergonomia
DOCENTE(S): Pedro Oliveira",2021,,REPROVADO POR FALTA,2
Evelyn Mateus,DESVINCULADO,2022,,,1
Matheus Matheus,Storytelling Visual,2007,,REPROVADO POR FALTA,2
Matheus Matheus,Design Colaborativo,2007,,REPROVADO POR FALTA,2
Matheus Matheus,Computacao Grafica,2007,,REPROVADO POR FALTA,2
Matheus Matheus,Design para Longevidade,2007,,REPROVADO POR FALTA,2
Matheus Matheus,Design de Mobiliario,2007,,REPROVADO POR FALTA,2
Matheus Matheus,Design de Visualizacao de Informacoes,2007,,REPROVADO POR FALTA,2
Matheus Matheus,Identidade Visual,2007,,REPROVADO POR FALTA,2
Lucas Elisa,Storytelling Visual,2016,7.25,APROVADO,1
Lucas Elisa,Design Colaborativo,2016,9.3,APROVADO POR MÉDIA,1
Lucas Elisa,Computacao Grafica,2016,10.0,APROVADO POR MÉDIA,1
Lucas Elisa,Design para Longevidade,2016,7.5,APROVADO POR MÉDIA,1
Lucas Elisa,Design de Mobiliario,2016,9.0,APROVADO POR MÉDIA,1
Lucas Elisa,Design de Visualizacao de Informacoes,2016,7.5,APROVADO POR MÉDIA,1
Lucas Elisa,Identidade Visual,2016,8.25,APROVADO POR MÉDIA,1
Lucas Elisa,Design de Aprendizado,2016,5.5,APROVADO,2
Lucas Elisa,Projeto Integrado,2016,8.18,APROVADO POR MÉDIA,2
Lucas Elisa,Design de Tecnologia Vestivel (Wearable),2016,7.4,APROVADO POR MÉDIA,2
Lucas Elisa,Design de Interfaces Neuromorficas,2016,7.83,APROVADO POR MÉDIA,2
Lucas Elisa,Design de Experiencia em Museus,2016,7.68,APROVADO POR MÉDIA,2
Lucas Elisa,Ergonomia,2016,8.25,APROVADO POR MÉDIA,2
Lucas Elisa,Manipulacao de Imagem,2017,8.0,APROVADO POR MÉDIA,1
Lucas Elisa,Gamificacao,2017,7.25,APROVADO POR MÉDIA,1
Lucas Elisa,Impressao 3D,2017,8.75,APROVADO POR MÉDIA,1
Lucas Elisa,Tipografia,2017,9.75,APROVADO POR MÉDIA,1
Lucas Elisa,Design de Joias,2017,9.4,APROVADO POR MÉDIA,1
Lucas Elisa,Marketing de Produto,2017,6.15,APROVADO,1
Lucas Elisa,Branding,2017,7.25,APROVADO POR MÉDIA,1
Lucas Elisa,Ecodesign,2017,8.3,APROVADO POR MÉDIA,2
Lucas Elisa,Design de Interacao em Tempo Real,2017,9.5,APROVADO POR MÉDIA,2
Lucas Elisa,Design Cibernetico,2017,9.8,APROVADO POR MÉDIA,2
Lucas Elisa,Design de Realidade Aumentada (AR) e Virtual (VR),2017,8.0,APROVADO POR MÉDIA,2
Lucas Elisa,Design de Interacao Cultural,2017,8.5,APROVADO POR MÉDIA,2
Lucas Elisa,Prototipagem em Papel,2017,8.0,APROVADO POR MÉDIA,2
Lucas Elisa,Design de Produto,2017,8.5,APROVADO POR MÉDIA,2
Lucas Elisa,"Design Computacional
DOCENTE(S): Maria Santos",2018,9.25,APROVADO POR MÉDIA,1
Lucas Elisa,"Design de Narrativa Espacial
DOCENTE(S): Ana Costa",2018,10.0,APROVADO POR MÉDIA,1
Lucas Elisa,"Design Thinking
DOCENTE(S): Joao Silva",2018,9.0,APROVADO POR MÉDIA,1
Lucas Elisa,"Design Experimental
DOCENTE(S): Rafaela Gomes",2018,10.0,APROVADO POR MÉDIA,1
Lucas Elisa,"Design de Interacao Social
DOCENTE(S): Ana Costa",2018,8.5,APROVADO POR MÉDIA,1
Lucas Elisa,Design de Interacao Corporal,2018,9.25,APROVADO POR MÉDIA,1
Lucas Elisa,"Design de Espacos Virtuais
DOCENTE(S): Pedro Oliveira",2018,9.5,APROVADO POR MÉDIA,1
Lucas Elisa,"Design Parametrico
DOCENTE(S): Juliana Rodrigues",2018,9.85,APROVADO POR MÉDIA,1
